site_name,url,bias_rating,factual_reporting_rating
The Jerusalem Post,jpost.co.uk,-3,HIGH
The Jerusalem Report,www.jpost.com,-12,HIGH
The Jerusalem Report,jpost.co.uk,-12,HIGH
The Jewish Press,www.jewishpress.com,9,HIGH
The Jewish Press,jewishpress.co.uk,9,HIGH
The Jordan Times,www.jordantimes.com,-4,HIGH
The Jordan Times,jordantimes.co.uk,-4,HIGH
The Journal News,www.lohud.com,-12,HIGH
The Journal News,lohud.co.uk,-12,HIGH
The Knife,www.theknifemedia.com,1,HIGH
The Knife,theknifemedia.co.uk,1,HIGH
The Korea Times,www.koreatimes.co.kr,-13,MIXED
The Last Refuge (Conservative Treehouse),www.theconservativetreehouse.com,30,MIXED
The Last Refuge (Conservative Treehouse),theconservativetreehouse.co.uk,30,MIXED
The Libertarian Republic,www.thelibertarianrepublic.com,14,HIGH
The Libertarian Republic,thelibertarianrepublic.co.uk,14,HIGH
The Lily,www.thelily.com,-18,HIGH
The Lily,thelily.co.uk,-18,HIGH
The Local (Norway),www.thelocal.no,-12,HIGH
The London Economic,www.thelondoneconomic.com,-28,MIXED
The London Economic,thelondoneconomic.co.uk,-28,MIXED
The Manila Times,www.manilatimes.net,10,HIGH
The Marshall Project,www.themarshallproject.org,-3,HIGH
The Mary Sue,www.themarysue.com,-21,HIGH
The Mary Sue,themarysue.co.uk,-21,HIGH
The Meme Policeman,www.memepoliceman.com,2,HIGH
The Meme Policeman,memepoliceman.co.uk,2,HIGH
The Middle East in London,www.soas.ac.uk,3,HIGH
The Militant,www.themilitant.com,-19,HIGH
The Militant,themilitant.co.uk,-19,HIGH
The Millennial Review,www.themilreview.com,26,HIGH
The Millennial Review,themilreview.co.uk,26,HIGH
The Moderate Voice,www.themoderatevoice.com,-3,HIGH
The Moderate Voice,themoderatevoice.co.uk,-3,HIGH
The Monthly (Australia),www.themonthly.com.au,-11,HIGH
The Morning Call,www.mcall.com,-3,HIGH
The Morning Call,mcall.co.uk,-3,HIGH
The Morning Star,www.morningstaronline.co.uk,-22,HIGH
The Nation Institute,www.nationinstitute.org,-14,HIGH
The Nation Pakistan,www.nation.com.pk,13,HIGH
The Nation,www.thenation.com,-21,HIGH
The Nation,thenation.co.uk,-21,HIGH
The National (UAE),www.thenational.ae,9,HIGH
The National Memo,www.nationalmemo.com,-22,HIGH
The National Memo,nationalmemo.co.uk,-22,HIGH
The Nevada Independent,www.thenevadaindependent.com,-13,HIGH
The Nevada Independent,thenevadaindependent.co.uk,-13,HIGH
The New American,www.thenewamerican.com,23,MIXED
The New American,thenewamerican.co.uk,23,MIXED
The New Arab,www.alaraby.co.uk,-14,HIGH
The New Atlantis,www.thenewatlantis.com,9,HIGH
The New Atlantis,thenewatlantis.co.uk,9,HIGH
The New Civil Rights Movement,www.thenewcivilrightsmovement.com,-26,MIXED
The New Civil Rights Movement,thenewcivilrightsmovement.co.uk,-26,MIXED
The New Tropic,www.thenewtropic.com,-14,HIGH
The New Tropic,thenewtropic.co.uk,-14,HIGH
The Newly Press,www.newlypress.com,30,MIXED
The Newly Press,newlypress.co.uk,30,MIXED
The News (Mexico City),www.thenews.mx,-3,HIGH
The News International,www.thenews.com.pk,-4,HIGH
The News Lens,www.international.thenewslens.com,7,HIGH
The News Lens,international.thenewslens.co.uk,7,HIGH
The News Literacy Project,www.thenewsliteracyproject.org,-1,HIGH
The News Tribune,www.thenewstribune.com,-10,HIGH
The News Tribune,thenewstribune.co.uk,-10,HIGH
The News-Times (Danbury),www.newstimes.com,-10,HIGH
The News-Times (Danbury),newstimes.co.uk,-10,HIGH
The Next Web,www.thenextweb.com,-9,HIGH
The Next Web,thenextweb.co.uk,-9,HIGH
The Objective Standard,www.theobjectivestandard.com,15,HIGH
The Objective Standard,theobjectivestandard.co.uk,15,HIGH
The Observatory,www.observatory.journalism.wisc.edu,-3,HIGH
The Observer (UK),www.theguardian.com,-13,HIGH
The Observer (UK),theguardian.co.uk,-13,HIGH
The Odyssey Online,www.theodysseyonline.com,-16,MIXED
The Odyssey Online,theodysseyonline.co.uk,-16,MIXED
The Oklahoman,www.oklahoman.com,11,HIGH
The Oklahoman,oklahoman.co.uk,11,HIGH
The Olympian,www.theolympian.com,-11,HIGH
The Olympian,theolympian.co.uk,-11,HIGH
The Oslo Times,www.theoslotimes.com,-12,HIGH
The Oslo Times,theoslotimes.co.uk,-12,HIGH
The Oslo Times,www.theoslotimes.com,-12,HIGH
The Oslo Times,theoslotimes.co.uk,-12,HIGH
The Other 98%,www.other98.com,-25,MIXED
The Other 98%,other98.co.uk,-25,MIXED
The Outline,www.theoutline.com,-19,HIGH
The Outline,theoutline.co.uk,-19,HIGH
The Outlook (Monmouth University),www.outlook.monmouth.edu,-4,HIGH
The Pantagraph,www.pantagraph.com,-3,HIGH
The Pantagraph,pantagraph.co.uk,-3,HIGH
The Patriot Post,www.patriotpost.us,26,MIXED
The Patriot-News,www.pennlive.com,-7,HIGH
The Patriot-News,pennlive.co.uk,-7,HIGH
The Phnom Penh Post,www.phnompenhpost.com,-2,HIGH
The Phnom Penh Post,phnompenhpost.co.uk,-2,HIGH
The Plain Dealer,www.cleveland.com,-12,HIGH
The Plain Dealer,cleveland.co.uk,-12,HIGH
The Post and Courier,www.postandcourier.com,2,HIGH
The Post and Courier,postandcourier.co.uk,2,HIGH
The Post and Email,www.thepostemail.com,30,MIXED
The Post and Email,thepostemail.co.uk,30,MIXED
The Post Millennial,www.thepostmillennial.com,23,HIGH
The Post Millennial,thepostmillennial.co.uk,23,HIGH
The Post Star,www.poststar.com,1,HIGH
The Post Star,poststar.co.uk,1,HIGH
The Press Democrat,www.pressdemocrat.com,-9,HIGH
The Press Democrat,pressdemocrat.co.uk,-9,HIGH
The Press-Enterprise,www.pe.com,11,HIGH
The Press-Enterprise,pe.co.uk,11,HIGH
The Progressive Frontier,www.progressivefrontier.com,-29,MIXED
The Progressive Frontier,progressivefrontier.co.uk,-29,MIXED
The Progressive,www.progressive.org,-23,HIGH
The Providence Journal,www.providencejournal.com,-12,HIGH
The Providence Journal,providencejournal.co.uk,-12,HIGH
The Pulse,www.pulsegulfcoast.com,-15,HIGH
The Pulse,pulsegulfcoast.co.uk,-15,HIGH
The Quint,www.thequint.com,11,MIXED
The Quint,thequint.co.uk,11,MIXED
The RANTidote,www.therantidote.com,24,MIXED
The RANTidote,therantidote.co.uk,24,MIXED
The Real Strategy,www.therealstrategy.com,29,MIXED
The Real Strategy,therealstrategy.co.uk,29,MIXED
The Reality-Based Community,www.samefacts.com,-21,HIGH
The Reality-Based Community,samefacts.co.uk,-21,HIGH
The Rebel,www.therebel.media,29,MIXED
The Record (New Jersey),www.northjersey.com,-10,HIGH
The Record (New Jersey),northjersey.co.uk,-10,HIGH
The Resurgent,www.theresurgent.com,27,MIXED
The Resurgent,theresurgent.co.uk,27,MIXED
The Right Scoop,www.therightscoop.com,27,MIXED
The Right Scoop,therightscoop.co.uk,27,MIXED
The Ringer,www.theringer.com,-12,HIGH
The Ringer,theringer.co.uk,-12,HIGH
The Ron Paul Institute,www.ronpaulinstitute.org,21,MIXED
The Root,www.theroot.com,-22,HIGH
The Root,theroot.co.uk,-22,HIGH
The Santa Fe New Mexican,www.santafenewmexican.com,-8,HIGH
The Santa Fe New Mexican,santafenewmexican.co.uk,-8,HIGH
The Saturday Paper,www.thesaturdaypaper.com.au,-14,HIGH
The Scotsman,www.scotsman.com,-3,HIGH
The Scotsman,scotsman.co.uk,-3,HIGH
The Sentinel (Pennsylvania),www.cumberlink.com,-3,HIGH
The Sentinel (Pennsylvania),cumberlink.co.uk,-3,HIGH
The Skimm,www.theskimm.com,-4,HIGH
The Skimm,theskimm.co.uk,-4,HIGH
The Smoking Gun,www.thesmokinggun.com,7,HIGH
The Smoking Gun,thesmokinggun.co.uk,7,HIGH
The Sociable,www.sociable.co,-3,HIGH
The Source Newspaper (La Source),www.thelasource.com,-24,HIGH
The Source Newspaper (La Source),thelasource.co.uk,-24,HIGH
The Southern Illinoisan,www.thesouthern.com,2,HIGH
The Southern Illinoisan,thesouthern.co.uk,2,HIGH
The Spectator (UK),www.spectator.co.uk,17,HIGH
The Spokesman-Review,www.spokesman.com,6,HIGH
The Spokesman-Review,spokesman.co.uk,6,HIGH
The Star Democrat,www.stardem.com,-4,HIGH
The Star Democrat,stardem.co.uk,-4,HIGH
The State,www.thestate.com,-12,HIGH
The State,thestate.co.uk,-12,HIGH
The Stern Facts,www.thesternfacts.com,-27,MIXED
The Stern Facts,thesternfacts.co.uk,-27,MIXED
The Straits Times,www.straitstimes.com,10,HIGH
The Straits Times,straitstimes.co.uk,10,HIGH
The Stranger,www.thestranger.com,-17,HIGH
The Stranger,thestranger.co.uk,-17,HIGH
The Strategy Bridge,www.thestrategybridge.org,2,HIGH
The Sun Magazine,www.thesunmagazine.org,-15,HIGH
The Sun Magazine,www.thesunmagazine.org,-15,HIGH
The Sun,www.thesun.co.uk,26,MIXED
The Swedish Wire,www.swedishwire.com,-4,HIGH
The Swedish Wire,swedishwire.co.uk,-4,HIGH
The Sydney Morning Herald,www.smh.com.au,-13,HIGH
The Tab,www.thetab.com,-12,HIGH
The Tab,thetab.co.uk,-12,HIGH
The Tennessean,www.tennessean.com,11,HIGH
The Tennessean,tennessean.co.uk,11,HIGH
The Tennessee Star,www.tennesseestar.com,27,HIGH
The Tennessee Star,tennesseestar.co.uk,27,HIGH
The Texas Observer,www.texasobserver.org,-20,HIGH
The Times (Illinois),www.mywebtimes.com,0,HIGH
The Times (Illinois),mywebtimes.co.uk,0,HIGH
The Times and Democrat,www.thetandd.com,-5,HIGH
The Times and Democrat,thetandd.co.uk,-5,HIGH
The Times Herald (Port Huron),www.thetimesherald.com,9,HIGH
The Times Herald (Port Huron),thetimesherald.co.uk,9,HIGH
The Times of London,www.thetimes.co.uk,11,HIGH
The Times-Picayune,www.nola.com,-14,HIGH
The Times-Picayune,nola.co.uk,-14,HIGH
The Trace,www.thetrace.org,-11,HIGH
The Truth About Guns,www.thetruthaboutguns.com,22,HIGH
The Truth About Guns,thetruthaboutguns.co.uk,22,HIGH
The TruthSetter,www.truthsetter.com,1,HIGH
The TruthSetter,truthsetter.co.uk,1,HIGH
The Tyee,www.thetyee.ca,-15,HIGH
The Varsity,www.thevarsity.ca,-9,HIGH
The Verge,www.theverge.com,-13,HIGH
The Verge,theverge.co.uk,-13,HIGH
The Village Voice,www.villagevoice.com,-19,HIGH
The Village Voice,villagevoice.co.uk,-19,HIGH
The Virginian-Pilot,www.pilotonline.com,-7,HIGH
The Virginian-Pilot,pilotonline.co.uk,-7,HIGH
The Walrus,www.thewalrus.ca,-22,HIGH
The Waterloo-Cedar Falls Courier,www.wcfcourier.com,-3,HIGH
The Waterloo-Cedar Falls Courier,wcfcourier.co.uk,-3,HIGH
The Week,www.theweek.com,-13,HIGH
The Week,theweek.co.uk,-13,HIGH
The West Australian,www.thewest.com.au,12,HIGH
The Whim,www.thewhim.com,-2,HIGH
The Whim,thewhim.co.uk,-2,HIGH
The Wilderness Society,www.wilderness.org,-11,HIGH
The Wire – India,www.thewire.in,-8,HIGH
The World Can’t Wait,www.worldcantwait.net,-24,HIGH
The Young Turks,www.tytnetwork.com,-22,HIGH
The Young Turks,tytnetwork.co.uk,-22,HIGH
The Zero Hour,www.thisisthezerohour.com,-15,HIGH
The Zero Hour,thisisthezerohour.co.uk,-15,HIGH
TheGrio,www.thegrio.com,-21,HIGH
TheGrio,thegrio.co.uk,-21,HIGH
TheImproper Magazine,www.theimproper.com,-25,HIGH
TheImproper Magazine,theimproper.co.uk,-25,HIGH
TheJournal.ie,www.thejournal.ie,-4,HIGH
TheosWatch.com,www.theoswatch.com,-29,MIXED
TheosWatch.com,theoswatch.co.uk,-29,MIXED
TheWrap,www.thewrap.com,-2,MIXED
TheWrap,thewrap.co.uk,-2,MIXED
Think Progress,www.thinkprogress.org,-26,MIXED
Third Way,www.thirdway.org,-4,HIGH
This Magazine,www.this.org,-22,HIGH
Thomson Reuters Foundation,www.news.trust.org,-8,HIGH
ThoughtCo,www.thoughtco.com,-1,VERY HIGH
ThoughtCo,thoughtco.co.uk,-1,VERY HIGH
Time Magazine,www.time.com,-17,HIGH
Time Magazine,time.co.uk,-17,HIGH
Timeline,www.timeline.com,-7,HIGH
Timeline,timeline.co.uk,-7,HIGH
Times Headline,www.timesheadline.com,-11,MIXED
Times Headline,timesheadline.co.uk,-11,MIXED
Times News (Pennsylvania),www.tnonline.com,7,HIGH
Times News (Pennsylvania),tnonline.co.uk,7,HIGH
Times of India,www.timesofindia.indiatimes.com,-2,HIGH
Times of India,timesofindia.indiatimes.co.uk,-2,HIGH
Times of Israel,www.timesofisrael.com,-10,HIGH
Times of Israel,timesofisrael.co.uk,-10,HIGH
Times of San Diego,www.timesofsandiego.com,-4,HIGH
Times of San Diego,timesofsandiego.co.uk,-4,HIGH
Times of South Africa (Times Live),www.timeslive.co.za,15,MIXED
Times-Colonist,www.timescolonist.com,-13,HIGH
Times-Colonist,timescolonist.co.uk,-13,HIGH
Times-News (Idaho),www.magicvalley.com,-3,HIGH
Times-News (Idaho),magicvalley.co.uk,-3,HIGH
To Inform is to Influence,www.toinformistoinfluence.com,-12,HIGH
To Inform is to Influence,toinformistoinfluence.co.uk,-12,HIGH
Today I Found Out,www.todayifoundout.com,-1,HIGH
Today I Found Out,todayifoundout.co.uk,-1,HIGH
Toledo Blade,www.toledoblade.com,6,HIGH
Toledo Blade,toledoblade.co.uk,6,HIGH
TomDispatch.com,www.tomdispatch.com,-13,HIGH
TomDispatch.com,tomdispatch.co.uk,-13,HIGH
Topeka Capital-Journal,www.cjonline.com,7,HIGH
Topeka Capital-Journal,cjonline.co.uk,7,HIGH
Toronto Star,www.thestar.com,-17,HIGH
Toronto Star,thestar.co.uk,-17,HIGH
Toronto Sun,www.torontosun.com,22,HIGH
Toronto Sun,torontosun.co.uk,22,HIGH
Towleroad,www.towleroad.com,-28,MIXED
Towleroad,towleroad.co.uk,-28,MIXED
Townhall,www.townhall.com,24,MIXED
Townhall,townhall.co.uk,24,MIXED
Transparency International,www.transparency.org,-1,VERY HIGH
Transpartisan Review,www.transpartisanreview.com,-3,HIGH
Transpartisan Review,transpartisanreview.co.uk,-3,HIGH
Tribune Magazine UK,www.tribunemagazine.org,-22,HIGH
Tribune News Service,www.tribunecontentagency.com,-3,HIGH
Tribune News Service,tribunecontentagency.co.uk,-3,HIGH
Tribunist,www.tribunist.com,29,MIXED
Tribunist,tribunist.co.uk,29,MIXED
TRT World,www.trtworld.com,23,MIXED
TRT World,trtworld.co.uk,23,MIXED
True Viral News,www.trueviralnews.com,1,HIGH
True Viral News,trueviralnews.co.uk,1,HIGH
Truth Against the Machine,www.truthagainstthemachine.com,-27,HIGH
Truth Against the Machine,truthagainstthemachine.co.uk,-27,HIGH
Truth Be Told,www.truthbetold.news,-3,HIGH
Truth Out,www.truth-out.org,-29,MIXED
Truthdig,www.truthdig.com,-23,HIGH
Truthdig,truthdig.co.uk,-23,HIGH
TruthOrFiction.com,www.truthorfiction.com,-1,VERY HIGH
TruthOrFiction.com,truthorfiction.co.uk,-1,VERY HIGH
Tulsa World,www.tulsaworld.com,11,HIGH
Tulsa World,tulsaworld.co.uk,11,HIGH
Turkey and Facts (Dogruluk Payi),www.turkeyandfacts.com,-1,VERY HIGH
Turkey and Facts (Dogruluk Payi),turkeyandfacts.co.uk,-1,VERY HIGH
Turning Point USA,www.turningpoint.news,29,MIXED
TVW Washington State,www.tvw.org,-1,HIGH
Twitchy,www.twitchy.com,30,MIXED
Twitchy,twitchy.co.uk,30,MIXED
UAWire,www.uawire.org,-13,MIXED
UN Watch,www.unwatch.org,26,MIXED
Unbiased America,www.unbiasedamerica.com,24,MIXED
Unbiased America,unbiasedamerica.co.uk,24,MIXED
Undark,www.undark.org,-3,HIGH
Unicorn Riot,www.unicornriot.ninja,-16,HIGH
United Federation of Teachers (UFT),www.uft.org,-13,HIGH
United Press International (UPI),www.upi.com,3,HIGH
United Press International (UPI),upi.co.uk,3,HIGH
United States House of Representatives (House.gov),www.house.gov,-1,VERY HIGH
Unity News Network,www.unitynewsnetwork.co.uk,28,MIXED
University Business,www.universitybusiness.com,-8,HIGH
University Business,universitybusiness.co.uk,-8,HIGH
Uproxx,www.uproxx.com,-19,HIGH
Uproxx,uproxx.co.uk,-19,HIGH
Upworthy,www.upworthy.com,-18,HIGH
Upworthy,upworthy.co.uk,-18,HIGH
Urban Institute,www.urban.org,-14,HIGH
US Government Accountability Office (GAO),www.gao.gov,-1,HIGH
US News World Report,www.usnews.com,-8,HIGH
US News World Report,usnews.co.uk,-8,HIGH
US Political Post,www.theuspoliticalpost.com,-28,MIXED
US Political Post,theuspoliticalpost.co.uk,-28,MIXED
US Politics Info,www.uspoliticsinfo.com,30,MIXED
US Politics Info,uspoliticsinfo.co.uk,30,MIXED
US Uncut,www.usuncut.com,-33,MIXED
US Uncut,usuncut.co.uk,-33,MIXED
USA Facts,www.usafacts.org,-1,VERY HIGH
USA Politics Today,www.usapoliticstoday.com,28,MIXED
USA Politics Today,usapoliticstoday.co.uk,28,MIXED
USA Spending,www.usaspending.gov,-1,VERY HIGH
USA Today,www.usatoday.com,-9,HIGH
USA Today,usatoday.co.uk,-9,HIGH
USSA News,www.ussanews.com,29,MIXED
USSA News,ussanews.co.uk,29,MIXED
Utah Public Radio (UPR),www.upr.org,-7,HIGH
Utah Standard-Examiner,www.standard.net,1,HIGH
ValueWalk,www.valuewalk.com,11,HIGH
ValueWalk,valuewalk.co.uk,11,HIGH
Vancouver Sun,www.vancouversun.com,-11,HIGH
Vancouver Sun,vancouversun.co.uk,-11,HIGH
Vanity Fair,www.vanityfair.com,-21,HIGH
Vanity Fair,vanityfair.co.uk,-21,HIGH
Vera Files,www.verafiles.org,-3,VERY HIGH
Verified Politics,www.verifiedpolitics.com,-26,HIGH
Verified Politics,verifiedpolitics.co.uk,-26,HIGH
Vermont Independent,www.vermontindependent.org,-23,MIXED
Verrit,www.verrit.com,-22,HIGH
Verrit,verrit.co.uk,-22,HIGH
Vessel News,www.vesselnews.io,29,MIXED
Vice News,www.vice.com,-16,MIXED
Vice News,vice.co.uk,-16,MIXED
Viral Thread,www.viralthread.com,-4,MIXED
Viral Thread,viralthread.co.uk,-4,MIXED
Viral Title,www.viraltitle.com,-27,MIXED
Viral Title,viraltitle.co.uk,-27,MIXED
VivaLiberty,www.vivaliberty.com,28,MIXED
VivaLiberty,vivaliberty.co.uk,28,MIXED
Vocativ,www.vocativ.com,-4,HIGH
Vocativ,vocativ.co.uk,-4,HIGH
Voice of America,www.voanews.com,-3,HIGH
Voice of America,voanews.co.uk,-3,HIGH
Voice of San Diego,www.voiceofsandiego.org,-5,HIGH
Vos Iz Neias,www.vosizneias.com,-3,HIGH
Vos Iz Neias,vosizneias.co.uk,-3,HIGH
Vote Smart,www.votesmart.org,-1,HIGH
Vote,www.vote.us.org,-21,MIXED
VoteVets.org,www.votevets.org,-13,HIGH
Vox,www.vox.com,-23,HIGH
Vox,vox.co.uk,-23,HIGH
Vulture,www.vulture.com,-14,HIGH
Vulture,vulture.co.uk,-14,HIGH
Wall Street Journal,www.wsj.com,11,HIGH
Wall Street Journal,wsj.co.uk,11,HIGH
Wall Street on Parade,www.wallstreetonparade.com,-15,HIGH
Wall Street on Parade,wallstreetonparade.co.uk,-15,HIGH
War on the Rocks,www.warontherocks.com,-5,HIGH
War on the Rocks,warontherocks.co.uk,-5,HIGH
Washington Babylon,www.washingtonbabylon.com,15,HIGH
Washington Babylon,washingtonbabylon.co.uk,15,HIGH
Washington Blade,www.washingtonblade.com,-15,HIGH
Washington Blade,washingtonblade.co.uk,-15,HIGH
Washington Examiner,www.washingtonexaminer.com,21,HIGH
Washington Examiner,washingtonexaminer.co.uk,21,HIGH
Washington Free Beacon,www.freebeacon.com,28,MIXED
Washington Free Beacon,freebeacon.co.uk,28,MIXED
Washington Journal (Not C-Span),www.washingtonjournal.com,-27,HIGH
Washington Journal (Not C-Span),washingtonjournal.co.uk,-27,HIGH
Washington Journal,www.c-span.org,-3,HIGH
Washington Monthly,www.washingtonmonthly.com,-18,HIGH
Washington Monthly,washingtonmonthly.co.uk,-18,HIGH
Washington Post,www.washingtonpost.com,-15,HIGH
Washington Post,washingtonpost.co.uk,-15,HIGH
Washington Press,www.washingtonpress.com,-29,MIXED
Washington Press,washingtonpress.co.uk,-29,MIXED
Washington Sources,www.washingtonsources.org,-27,MIXED
Washington Times,www.washingtontimes.com,17,HIGH
Washington Times,washingtontimes.co.uk,17,HIGH
Watchdog.org,www.watchdog.org,15,MIXED
Waterbury Republican-American,www.rep-am.com,12,HIGH
Waterbury Republican-American,rep-am.co.uk,12,HIGH
We Are The Mighty,www.wearethemighty.com,3,HIGH
We Are The Mighty,wearethemighty.co.uk,3,HIGH
Wear Your Voice,www.wearyourvoicemag.com,-22,HIGH
Wear Your Voice,wearyourvoicemag.co.uk,-22,HIGH
Weasel Zippers,www.weaselzippers.us,30,MIXED
Weekly Standard,www.weeklystandard.com,23,HIGH
Weekly Standard,weeklystandard.co.uk,23,HIGH
Western Free Press,www.westernfreepress.com,30,MIXED
Western Free Press,westernfreepress.co.uk,30,MIXED
Western Journal,www.westernjournal.com,29,MIXED
Western Journal,westernjournal.co.uk,29,MIXED
WestMonster,www.westmonster.com,12,HIGH
WestMonster,westmonster.co.uk,12,HIGH
WGN News,www.wgntv.com,-8,HIGH
WGN News,wgntv.co.uk,-8,HIGH
What Matters News,www.whatmattersnews.com,-26,HIGH
What Matters News,whatmattersnews.co.uk,-26,HIGH
Whatfinger,www.whatfinger.com,26,MIXED
Whatfinger,whatfinger.co.uk,26,MIXED
Who.What.Why,www.whowhatwhy.org,-21,MIXED
Wichita Eagle,www.kansas.com,6,HIGH
Wichita Eagle,kansas.co.uk,6,HIGH
WikiLeaks,www.wikileaks.org,13,MIXED
WikiNews,www.en.wikinews.org,-2,HIGH
Wikipedia,www.wikipedia.org,-1,HIGH
WikiTribune,www.wikitribune.com,-2,HIGH
WikiTribune,wikitribune.co.uk,-2,HIGH
Williamsport Sun-Gazette,www.sungazette.com,10,HIGH
Williamsport Sun-Gazette,sungazette.co.uk,10,HIGH
Windsor Star,www.windsorstar.com,-11,HIGH
Windsor Star,windsorstar.co.uk,-11,HIGH
Wings Over Scotland,www.wingsoverscotland.com,-16,HIGH
Wings Over Scotland,wingsoverscotland.co.uk,-16,HIGH
Winona Daily News,www.winonadailynews.com,-3,HIGH
Winona Daily News,winonadailynews.co.uk,-3,HIGH
Winston-Salem Journal,www.journalnow.com,10,HIGH
Winston-Salem Journal,journalnow.co.uk,10,HIGH
WION (World is One News),www.wionews.com,-3,MIXED
WION (World is One News),wionews.co.uk,-3,MIXED
Wired Magazine,www.wired.com,-13,HIGH
Wired Magazine,wired.co.uk,-13,HIGH
Wisconsin State Journal,www.host.madison.com,-2,HIGH
Wisconsin State Journal,host.madison.co.uk,-2,HIGH
WNYC,www.wnyc.org,-11,HIGH
Wonkette,www.wonkette.com,-26,MIXED
Wonkette,wonkette.co.uk,-26,MIXED
Woodrow Wilson International Center for Scholars,www.wilsoncenter.org,-3,VERY HIGH
Workers World,www.workers.org,-27,MIXED
World Affairs Journal,www.worldaffairsjournal.org,-8,HIGH
World Economic Forum,www.weforum.org,-4,HIGH
World Magazine,www.world.wng.org,24,MIXED
World Net Daily (WND),www.wnd.com,29,MIXED
World Net Daily (WND),wnd.co.uk,29,MIXED
World News,www.wn.com,1,HIGH
World News,wn.co.uk,1,HIGH
World Policy Institute,www.worldpolicy.org,-14,HIGH
World Politics Review,www.worldpoliticsreview.com,5,HIGH
World Politics Review,worldpoliticsreview.co.uk,5,HIGH
World Press Review,www.worldpress.org,-2,VERY HIGH
World Resources Institute (WRI),www.wri.org,-3,VERY HIGH
World Socialist Web Site,www.wsws.org,-24,HIGH
World Tribune,www.worldtribune.com,22,HIGH
World Tribune,worldtribune.co.uk,22,HIGH
WorldCrunch,www.worldcrunch.com,-11,HIGH
WorldCrunch,worldcrunch.co.uk,-11,HIGH
